K,CH3CO-O,-1.874
K,CH3-COO,-1.297
K,CH3COOH,-2.653
K,CH3COO-H,-2.593
K,CH3CO-OH,-2.517
K,CH3-COOH,-1.558
K,CHC(-H)O,1.119
K,CHC(-H)OH,0.821
K,CHC(-H)OOH,-0.94
K,CHCH(-H)O,1.114
K,CHCH(-H)OH,0.675
K,CHCH2O,0.687
K,CH-CH2O,1.426
K,CHCH2OH,0.227
K,CHCH2O-H,1.438
K,CH-CH2OH,1.07
K,CHCHO,0.414
K,CH-CHO,1.175
K,CHCHOH,0.501
K,CHCHO-H,1.091
K,CH-CHOH,1.432
K,CHCHOOH,-1.433
K,CHCHO-OH,-1.26
K,CH-CHOOH,-1.005
K,CHCO,0.762
K,CH-CO,1.196
K,CHCOH,0.424
K,CHCO-H,1.46
K,CH-COH,1.165
K,CHCOO,-1.289
K,CHCO-O,-0.321
K,CH-COO,-0.755
K,CHCOOH,-2.195
K,CHCOO-H,-0.41
K,CHCO-OH,-0.921
K,CH-COOH,-1.286
K,COCH(-H)O,-1.14
K,COCH2O,-1.493
K,CO-CH2O,-0.987
K,COCH2O-H,-1.249
K,H-CCH2O,1.302
K,H-CCH2OH,0.356
K,H-CCHO,1.221
K,H-CCHOH,0.756
K,H-CCHOOH,-0.985
K,H-CCO,1.572
K,H-CCOH,1.684
K,H-CCOO,-0.695
K,H-CCOOH,-1.399
K,H-CH2CH2O,0.272
K,H-CH2CH2OH,-0.226
K,H-CH2CHO,0.258
K,H-CH2CHOH,0.175
K,H-CH2CHOOH,-1.764
K,H-CH2CO,0.535
K,H-CH2COH,0.435
K,H-CH2COO,-1.415
K,H-CH2COOH,-2.18
K,H-CHCHO,0.607
K,H-CHCHOH,0.58
K,H-CHCO,1.02
K,H-CHCOH,0.644
K,H-CHCOO,-1.186
K,H-CHCOOH,-1.984
K,HOC(-H)CHOH,-1.48
K,HOCC(-H)OH,-1.341
K,HOCCH(-H)O,-1.114
K,HOCCH(-H)OH,-1.46
K,HOCCH2O,-1.512
K,HOCCH2-O,-0.325
K,HOC-CH2O,-0.568
K,HO-CCH2O,-0.797
K,H-OCCH2O,-0.751
K,HOCCH2OH,-2.056
K,HOCCH2O-H,-1.274
K,HOCCH2-OH,-0.862
K,HOC-CH2OH,-0.937
K,HO-CCH2OH,-1.553
K,H-OCCH2OH,-1.417
K,HOCCHO,-1.551
K,HOC-CHO,-0.754
K,HO-CCHO,-0.723
K,H-OCCHO,-0.729
K,HOCCHOH,-1.724
K,HOCCHO-H,-0.844
K,HOCCH-OH,-1.248
K,HOC-CHOH,-0.621
K,HO-CCHOH,-1.012
K,H-OCCHOH,-1.055
K,HOCCOH,-1.674
K,HO-CCOH,-0.316
K,H-OCCOH,-0.692
K,HOCH(-H)CHOH,-1.559
K,HOCH2CH(-H)OH,-2.053
K,HOCH2CH2OH,-2.97
K,HOCH2CH2-OH,-1.228
K,H-OCH2CH2OH,-2.027
K,HOCH2CHOH,-2.537
K,HOCH2-CHOH,-0.992
K,HO-CH2CHOH,-1.551
K,H-OCH2CHOH,-1.478
K,HO-CHCH2OH,-1.804
K,HOCHCHOH,-2.05
K,HOCHCH-OH,-0.853
K,H-OCHCHOH,-1.337
K,OC(-H)CH2OH,-1.751
K,OC(-H)CHO,-1.308
K,OC(-H)CHOH,-1.554
K,OC(-H)COH,-1.024
K,OCC(-H)OH,-1.003
K,OCCH(-H)OH,-1.404
K,O-CCH2O,0.173
K,OCCH2OH,-2.134
K,OCCH2O-H,-1.166
K,OCCH2-OH,-0.88
K,OC-CH2OH,-0.998
K,O-CCH2OH,-0.577
K,OCCHO,-1.407
K,OC-CHO,-0.992
K,O-CCHO,0.551
K,OCCHOH,-1.676
K,OCCHO-H,-0.828
K,OCCH-OH,-0.617
K,OC-CHOH,-0.929
K,O-CCHOH,0.129
K,OCCOH,-1.35
K,OCC-OH,-0.374
K,OC-COH,-1.031
K,O-CCOH,1.104
K,OCH(-H)CH2OH,-1.855
K,OCH(-H)CHO,-1.066
K,OCH(-H)CHOH,-1.209
K,OCH2CH(-H)O,-1.353
K,OCH2CH(-H)OH,-1.576
K,OCH2CH2O,-2.042
K,O-CH2CH2O,-0.385
K,OCH2CH2OH,-2.584
K,OCH2CH2O-H,-1.41
K,OCH2CH2-OH,-0.929
K,OCH2-CH2OH,-0.478
K,O-CH2CH2OH,-0.922
K,OCH2CHO,-1.596
K,OCH2-CHO,-0.798
K,O-CH2CHO,-0.742
K,OCH2CHOH,-2.041
K,OCH2CHO-H,-1.166
K,OCH2CH-OH,-1.418
K,OCH2-CHOH,-0.652
K,O-CH2CHOH,-1.137
K,O-CH2CO,-0.497
K,OCHC(-H)OH,-1.252
K,OCHCH(-H)OH,-1.446
K,O-CHCH2O,-0.539
K,OCHCH2OH,-2.259
K,OCHCH2-OH,-1.279
K,OCH-CH2OH,-0.957
K,O-CHCH2OH,-1.113
K,OCHCHO,-1.68
K,O-CHCHO,-0.425
K,OCHCHOH,-1.878
K,OCHCHO-H,-1.217
K,OCHCH-OH,-1.104
K,OCH-CHOH,-0.907
K,O-CHCHOH,-0.18
K,O-CHCO,0.112
K,OCHC-OH,-0.725
K,OCH-COH,-0.754
K,O-CHCOH,-0.234
V,CC(-H)O,2.00888173
V,CC(-H)OH,3.21744408
V,CCH(-H)O,2.70992554
V,CCH2O,1.56522171
V,C-CH2O,2.19717075
V,CCH2OH,0.16739105
V,C-CH2OH,1.89791121
V,CCHO,1.19391282
V,C-CHO,2.38101379
V,CCHOH,0.70012357
V,CCHO-H,1.37851859
V,C-CHOH,2.47346567
V,CCO,1.35690603
V,C-CO,2.26073103
V,CCOH,1.75769584
V,CCO-H,2.72689102
V,C-COH,2.9905236
V,CH(-H)CH2O,1.80309287
V,CH(-H)CH2OH,1.10196255
V,CH2C(-H)O,0.98164897
V,CH2C(-H)OH,0.86207177
V,CH2CH(-H)O,0.83424013
V,CH2CH(-H)OH,0.37443132
V,CH2CH2O,0.63782592
V,CH2-CH2O,1.64603023
V,CH2CH2OH,-0.24076073
V,CH2CH2O-H,0.8106479
V,CH2CHO,0.23274541
V,CH2-CHO,1.52882238
V,CH2CHOH,-0.23899444
V,CH2CHO-H,0.6711753
V,CH2-CHOH,1.82446437
V,CH2CO,0.4612779
V,CH2-CO,1.45754264
V,CH2COH,0.22131026
V,CH2CO-H,0.9183846
V,CH2-COH,2.02216968
V,CH3C(-H)O,0.19502519
V,CH3C(-H)OH,0.11787485
V,CH3CH(-H)O,0.25302715
V,CH3CH(-H)OH,-0.34978042
V,CH3CH2O,-0.54736214
V,CH3-CH2O,1.52236887
V,CH3CH2O-H,0.027
V,CH3-CH2OH,1.275
V,CH3CHO,-0.17186332
V,CH3-CHO,1.24503379
V,CH3CHOH,-0.65663925
V,CH3CHO-H,0.18970385
V,CH3-CHOH,1.17633812
V,CH3CO,-0.30093406
V,CH3-CO,0.85703103
V,CH3COH,-0.36756272
V,CH3CO-H,0.35587095
V,CH3-COH,1.07775652
V,CHC(-H)O,1.43723677
V,CHC(-H)OH,1.34562403
V,CHCH(-H)O,1.81562129
V,CHCH2O,1.68457692
V,CH-CH2O,1.93773824
V,CHCH2OH,0.23361116
V,CHCH2O-H,1.35956688
V,CH-CH2OH,1.64702932
V,CHCHO,0.90155235
V,CH-CHO,2.53121728
V,CHCHOH,0.51956193
V,CHCHO-H,1.24815239
V,CH-CHOH,1.99655722
V,CHCO,0.91705855
V,CH-CO,1.89066057
V,CHCOH,0.78420675
V,CHCO-H,1.68320906
V,CH-COH,1.98537928
V,H-CCH2O,2.04972894
V,H-CCHOH,1.193
V,H-CCO,1.95770785
V,H-CCOH,2.43022607
V,H-CH2CH2O,0.81979757
V,H-CH2CH2OH,0.01197368
V,H-CH2CHO,0.5124371
V,H-CH2CHOH,0.20031338
V,H-CHCHO,1.49923172
V,H-CHCOH,1.15704454
W,CC(-H)O,2.03889016
W,CC(-H)OH,2.21746756
W,CCH(-H)O,2.93623456
W,CCH(-H)OH,1.13223246
W,CCH2O,1.75572606
W,C-CH2O,2.33206376
W,CCH2OH,0.08493856
W,CCH2O-H,1.65103836
W,C-CH2OH,1.71488996
W,CCHO,1.12170536
W,C-CHO,2.21619696
W,CCHOH,0.65012476
W,CCHO-H,1.09890246
W,C-CHOH,2.39412206
W,CCO,1.33316286
W,C-CO,2.29803496
W,CCOH,1.76308936
W,CCO-H,2.55138556
W,C-COH,2.94624636
W,CH(-H)CH2O,1.37299176
W,CH(-H)CH2OH,0.50193746
W,CH2C(-H)O,0.96312636
W,CH2C(-H)OH,0.54214596
W,CH2CH(-H)O,0.64065116
W,CH2CH(-H)OH,0.24593076
W,CH2CH2O,0.60655456
W,CH2-CH2O,1.77915846
W,CH2CH2OH,-0.58336874
W,CH2CH2O-H,0.84315056
W,CH2-CH2OH,1.33121416
W,CH2CHO,0.37004596
W,CH2-CHO,1.50093006
W,CH2CHOH,-0.35314424
W,CH2CHO-H,0.32645296
W,CH2-CHOH,1.35958276
W,CH2CO,0.20400176
W,CH2-CO,1.26317926
W,CH2COH,0.00826806
W,CH2CO-H,0.61059546
W,CH2-COH,1.80299156
W,CH3C(-H)O,0.42149886
W,CH3C(-H)OH,-0.07121064
W,CH3CH(-H)O,0.19795556
W,CH3CH(-H)OH,-0.07104414
W,CH3CH2O,-0.06360724
W,CH3-CH2O,1.62328111
W,CH3CH2O-H,-0.114
W,CH3-CH2OH,1.183
W,CH3CHO,0.03423766
W,CH3-CHO,1.69963436
W,CH3CHOH,-0.86177884
W,CH3CHO-H,0.12736476
W,CH3-CHOH,1.19259926
W,CH3CO,-0.36161864
W,CH3-CO,1.25802806
W,CH3COH,-0.44013604
W,CH3CO-H,-0.32104094
W,CH3-COH,1.31924596
W,CHC(-H)O,1.50481036
W,CHC(-H)OH,1.20961476
W,CHCH(-H)O,1.79175786
W,CHCH(-H)OH,0.95706966
W,CHCH2O,1.03866526
W,CH-CH2O,2.01339255
W,CHCH2OH,0.09170446
W,CHCH2O-H,1.00692716
W,CH-CH2OH,1.33340916
W,CHCHO,0.83967386
W,CH-CHO,1.78124996
W,CHCHOH,0.33556836
W,CHCHO-H,1.12033816
W,CH-CHOH,1.56268476
W,CHCO,0.75992106
W,CH-CO,1.59554246
W,CHCOH,0.54164766
W,CHCO-H,1.90081746
W,CH-COH,1.85001696
W,H-CCH2O,2.052
W,H-CCH2OH,0.727
W,H-CCHO,1.507
W,H-CCHOH,1.036
W,H-CCO,1.86236496
W,H-CCOH,2.20094196
W,H-CH2CH2O,1.12027516
W,H-CH2CH2OH,0.01717456
W,H-CH2CHO,1.00905126
W,H-CH2CHOH,0.31682936
W,H-CH2CO,0.84397926
W,H-CH2COH,0.52096356
W,H-CHCHO,1.22061446
W,H-CHCHOH,0.67512086
W,H-CHCO,1.18977006
W,H-CHCOH,1.02948266
Y,CC(-H)O,1.68355466
Y,CC(-H)OH,1.87704656
Y,CCH(-H)O,2.04058176
Y,CCH(-H)OH,0.59219346
Y,CCH2O,0.93578966
Y,C-CH2O,1.99976066
Y,CCH2OH,-0.18934494
Y,CCH2O-H,1.11299336
Y,C-CH2OH,1.51541936
Y,CCHO,0.81929386
Y,C-CHO,1.83673366
Y,CCHOH,0.40914876
Y,CCHO-H,0.90432596
Y,C-CHOH,1.88667066
Y,CCO,1.08553486
Y,C-CO,1.72486536
Y,CCOH,1.29400686
Y,CCO-H,2.74114936
Y,C-COH,2.39866796
Y,CH(-H)CH2O,0.58474266
Y,CH(-H)CH2OH,0.04876336
Y,CH2C(-H)O,0.78529886
Y,CH2C(-H)OH,0.26144676
Y,CH2CH(-H)O,0.23639676
Y,CH2CH(-H)OH,0.29688266
Y,CH2CH2O,0.14239226
Y,CH2-CH2O,1.31546606
Y,CH2CH2OH,-0.65040294
Y,CH2CH2O-H,0.30172016
Y,CH2-CH2OH,1.08434226
Y,CH2CHO,0.18030166
Y,CH2-CHO,1.11114536
Y,CH2CHOH,-0.14076544
Y,CH2CHO-H,0.54642376
Y,CH2-CHOH,1.33586236
Y,CH2CO,0.34637266
Y,CH2-CO,0.84235136
Y,CH2COH,-0.03345064
Y,CH2CO-H,1.15638096
Y,CH2-COH,1.36626296
Y,CH3C(-H)O,0.15932486
Y,CH3C(-H)OH,-0.05800634
Y,CH3CH(-H)O,-0.01518604
Y,CH3CH(-H)OH,-0.05833064
Y,CH3CH2O,-0.44893874
Y,CH3-CH2O,1.23984891
Y,CH3CH2O-H,-0.18192754
Y,CH3-CH2OH,1.74230886
Y,CH3CHO,-0.15981814
Y,CH3-CHO,1.19897986
Y,CH3CHOH,-0.67690774
Y,CH3CHO-H,0.14447666
Y,CH3-CHOH,1.02163126
Y,CH3CO,-0.51804064
Y,CH3-CO,0.91810736
Y,CH3COH,-0.32300004
Y,CH3CO-H,-0.16373294
Y,CH3-COH,1.03229516
Y,CHC(-H)O,1.02489366
Y,CHC(-H)OH,0.77125936
Y,CHCH(-H)O,1.16132876
Y,CHCH(-H)OH,0.65666376
Y,CHCH2O,0.48479366
Y,CH-CH2O,1.45669915
Y,CHCH2OH,-0.12332894
Y,CHCH2O-H,0.66480046
Y,CH-CH2OH,1.38184076
Y,CHCHO,0.31096116
Y,CH-CHO,1.12870476
Y,CHCHOH,0.28988936
Y,CHCHO-H,0.97830186
Y,CH-CHOH,1.25142676
Y,CHCO,0.61651336
Y,CH-CO,1.22157386
Y,CHCOH,0.18930276
Y,CHCO-H,1.53063776
Y,CH-COH,1.12679496
Y,H-CCH2O,1.27865346
Y,H-CCH2OH,0.17165926
Y,H-CCHO,1.18854886
Y,H-CCHOH,0.65165786
Y,H-CCO,1.46965746
Y,H-CCOH,1.61247216
Y,H-CH2CH2O,0.40213846
Y,H-CH2CH2OH,-0.08847694
Y,H-CH2CHO,0.75396026
Y,H-CH2CHOH,0.25257626
Y,H-CH2CO,0.69027416
Y,H-CH2COH,0.43365486
Y,H-CHCHO,0.62927886
Y,H-CHCHOH,0.39963486
Y,H-CHCO,0.86584256
Y,H-CHCOH,0.57601116
