surface_name	site_name	species_name	formation_energy	frequencies	reference
Rh	111	OCCH(-H)OH	-1.404	[3648.520768, 3117.337418, 1684.052587, 1397.259199, 1277.907099, 1252.479001, 1149.422261, 1037.00112, 957.73789, 747.153396, 638.534119, 539.471832, 440.873864, 348.222887, 306.271624, 273.410451, 199.03827, 173.004411, 117.377849, 88.323486]	Input File Tutorial.
Rh	111	OCCH-OH	-0.617	[3663.141113, 3070.21288, 1433.617576, 1002.42188, 901.189334, 862.347829, 767.288595, 624.623519, 597.395996, 453.50649, 349.867359, 320.843311, 228.319359, 198.086305, 158.585871, 125.335867, 64.887389]	Input File Tutorial.
Rh	111	OCCH2-OH	-0.88	[3665.645774, 3192.219372, 3068.797302, 1407.166534, 1236.636842, 1069.910428, 1015.280507, 939.525069, 878.445236, 780.931475, 550.857017, 494.117419, 389.899069, 330.966655, 300.705127, 273.669196, 191.372862, 161.425154, 149.184645, 105.773318]	Input File Tutorial.
Rh	111	OCCH2O-H	-1.166	[2986.552228, 2916.266776, 1463.30548, 1418.676847, 1299.928385, 1212.622598, 1188.627015, 977.776708, 956.606854, 876.873617, 551.172166, 538.417032, 469.790852, 355.717209, 309.799321, 294.781804, 202.941057, 136.408145, 107.539557, 84.131098]	Input File Tutorial.
Rh	111	OCCH2OH	-2.134	[3587.993026, 3064.411979, 2928.044268, 1458.007164, 1427.216771, 1369.712936, 1311.327481, 1183.164677, 1024.767311, 982.324801, 904.473342, 554.798222, 538.72552, 339.128246, 321.46521, 267.410701, 146.527603, 122.492378, 100, 88.361528, 50.959434]	Input File Tutorial.
Rh	111	OCCHO	-1.407	[3006.279922, 1332.435527, 1299.719626, 1202.342053, 1001.00651, 815.899767, 552.453311, 515.207438, 395.66851, 346.208781, 314.556529, 239.659118, 182.754722, 143.588364, 139.725346]	Input File Tutorial.
Rh	111	OCCHO-H	-0.828	[3051.452074, 1344.998609, 1286.763422, 1128.139369, 1034.583024, 948.858345, 812.946504, 659.215123, 536.945372, 527.292728, 408.424363, 355.667586, 304.418263, 263.8359, 201.647637, 175.667611, 137.939968]	Input File Tutorial.
Rh	111	OCCHOH	-1.676	[3654.205364, 3143.313277, 1405.677513, 1295.216103, 1244.56486, 1129.740565, 976.796418, 815.804526, 747.980843, 526.535436, 489.575247, 348.992926, 337.790495, 274.572911, 196.514452, 157.390839, 108.259207, 67.929057]	Input File Tutorial.
Rh	111	OCCOH	-1.35	[3602.676652, 1640.607829, 1268.385334, 1095.137773, 844.188867, 740.453197, 538.716296, 422.404007, 349.809385, 320.233575, 240.694937, 237.011518, 131.688713, 115.734822, 100]	Input File Tutorial.
Rh	111	OCH(-H)CH2OH	-1.855	[3625.804396, 3062.286225, 2978.109639, 2951.434064, 1998.565623, 1456.33337, 1371.478535, 1344.226297, 1310.641021, 1190.751102, 1182.221836, 1038.664479, 979.552542, 945.639114, 811.780005, 697.297895, 510.430279, 473.193834, 423.087167, 289.201451, 274.289835, 170.334515, 145.588686, 129.467101, 98.913067, 70.180964]	Input File Tutorial.
Rh	111	OCH(-H)CHO	-1.066	[2970.046661, 2888.345914, 1738.024674, 1370.960459, 1352.377868, 1270.315158, 1214.233026, 1113.814699, 1064.110891, 879.767658, 822.588241, 692.806786, 642.493701, 406.339328, 364.984335, 277.582961, 237.115907, 188.749064, 117.405802, 66.906195]	Input File Tutorial.
Rh	111	OCH(-H)CHOH	-1.209	[3627.998296, 3057.273995, 2896.927972, 1381.179859, 1349.33274, 1293.089885, 1251.369025, 1201.455325, 1107.927704, 1069.402289, 995.74889, 886.410846, 823.817634, 641.165079, 622.241396, 533.70975, 447.712471, 323.823533, 272.765126, 232.099096, 155.719959, 120.994246, 85.275338]	Input File Tutorial.
Rh	111	OCH-CH2OH	-0.957	[3610.589087, 3103.795238, 2988.918866, 2873.031495, 1435.39202, 1334.89703, 1287.277548, 1232.806515, 1227.755609, 1101.487254, 971.990357, 868.062476, 701.750231, 521.968056, 479.415197, 409.683351, 338.80252, 304.681837, 189.217312, 153.895475, 119.335925, 100, 73.183099]	Input File Tutorial.
Rh	111	OCH-CHOH	-0.907	[3526.568129, 2975.972038, 2954.399751, 1327.024249, 1276.279588, 1252.823736, 1155.030745, 1014.468157, 923.171545, 819.928923, 559.172531, 448.403463, 369.684348, 328.032643, 307.084215, 281.162814, 236.476723, 150.729854, 100.689668, 84.100389]	Input File Tutorial.
Rh	111	OCH-COH	-0.754	[3615.89913, 2971.887701, 1295.865557, 1243.689836, 1192.21249, 1042.951525, 848.452651, 571.618039, 464.684481, 440.593322, 348.351354, 334.393698, 280.991904, 263.998261, 175.849992, 150.960632, 123.540823]	Input File Tutorial.
Rh	111	OCH2-CH2OH	-0.478	[3457.629307, 3121.682438, 3084.851031, 2995.522372, 2620.417782, 1485.72829, 1405.013703, 1331.245955, 1279.358638, 1225.465064, 1129.849266, 1076.786776, 1008.059903, 973.160651, 720.948606, 581.052582, 421.675803, 342.284958, 279.90356, 222.343672, 200.473452, 183.802824, 142.585766, 70.440716, 38.583202, 25.588086]	Input File Tutorial.
Rh	111	OCH2-CHO	-0.798	[3091.224945, 2978.657532, 2895.820005, 1472.265734, 1269.932253, 1231.497117, 1212.413481, 1197.703379, 1002.173857, 754.4456, 702.349748, 547.233695, 376.162855, 344.448725, 322.272424, 223.505966, 196.723244, 160.123222, 95.71245, 55.385801]	Input File Tutorial.
Rh	111	OCH2-CHOH	-0.652	[3278.216355, 3077.66134, 3025.221594, 2971.8406, 1447.030205, 1380.709985, 1238.678535, 1203.062962, 1181.537819, 1095.976619, 1007.566375, 845.518805, 784.773936, 559.742607, 506.282967, 428.303509, 328.323514, 244.180793, 238.581997, 197.102864, 103.633504, 85.627804, 45.786589]	Input File Tutorial.
Rh	111	OCH2CH(-H)O	-1.353	[3002.702113, 2936.555709, 2884.452283, 1855.658257, 1434.997692, 1340.880846, 1327.784287, 1240.298468, 1174.090928, 1045.933824, 1005.55086, 930.266836, 815.144483, 652.404581, 487.695383, 439.455383, 367.768886, 316.220159, 263.317826, 257.538511, 156.829996, 130.591867, 88.526889]	Input File Tutorial.
Rh	111	OCH2CH(-H)OH	-1.576	[3685.790899, 2991.178236, 2975.123741, 2930.115974, 1945.608666, 1435.574049, 1364.980392, 1343.136758, 1246.401511, 1208.679777, 1166.517225, 1021.970771, 998.885723, 911.643186, 770.693769, 654.790163, 489.550876, 434.285032, 378.453043, 344.544584, 276.19896, 260.878507, 222.089784, 127.092835, 114.279994, 89.485325]	Input File Tutorial.
Rh	111	OCH2CH-OH	-1.418	[3692.766615, 3052.667089, 2977.072023, 2902.858372, 1398.550176, 1296.169123, 1186.871057, 1161.784392, 1029.022782, 913.475564, 858.732623, 782.086228, 741.496369, 649.625381, 500.479706, 457.864868, 406.002755, 309.590275, 295.049057, 231.676172, 154.518206, 136.940857, 119.970408]	Input File Tutorial.
Rh	111	OCH2CH2-OH	-0.929	[3646.572367, 3246.754108, 3134.133963, 3048.644082, 2934.410236, 1467.702586, 1442.382852, 1298.682033, 1214.252516, 1123.971777, 1049.129535, 839.275923, 806.661234, 704.643062, 634.736665, 581.357549, 498.011378, 433.175957, 283.050411, 272.754679, 266.915696, 222.71293, 156.53918, 124.403112, 101.610186, 75.163279]	Input File Tutorial.
Rh	111	OCH2CH2O	-2.042	[3013.049737, 2993.216215, 2954.970855, 2942.312698, 1451.856313, 1450.94493, 1338.289823, 1332.935713, 1244.053925, 1206.112935, 1068.43271, 998.591613, 983.117965, 842.976737, 827.873872, 543.959202, 372.410234, 328.742517, 295.898153, 240.472928, 239.144608, 160.136854, 116.489357, 88.848828]	Input File Tutorial.
Rh	111	OCH2CH2O-H	-1.41	[3039.867701, 3001.858545, 2976.705179, 2945.947695, 1452.30216, 1450.103794, 1345.84421, 1333.603814, 1241.065919, 1211.054002, 1079.663353, 1042.933888, 995.535555, 964.029241, 835.458686, 813.93265, 547.599412, 477.262047, 348.01785, 312.676418, 286.516354, 236.193391, 218.456023, 164.657487, 121.359202, 95.569912]	Input File Tutorial.
Rh	111	OCH2CH2OH	-2.584	[3596.792442, 3042.705823, 3030.423067, 2970.747893, 2947.597947, 1459.075734, 1452.35432, 1379.718079, 1360.798463, 1344.477317, 1242.721257, 1189.456338, 1063.228473, 1029.798618, 972.995641, 867.366814, 818.819227, 523.06606, 380.81709, 327.393052, 293.623118, 255.171101, 183.93401, 125.700871, 100, 89.912515, 64.841922]	Input File Tutorial.
Rh	111	OCH2CHO	-1.596	[3012.576739, 2958.523506, 2946.851643, 1435.342077, 1330.687157, 1323.883499, 1231.505331, 1077.675836, 994.775458, 953.728898, 857.24696, 807.671247, 582.400275, 467.22464, 392.710349, 349.783322, 322.545855, 254.743246, 172.961664, 133.854525, 97.039822]	Input File Tutorial.
Rh	111	OCH2CHO-H	-1.166	[3010.41877, 2968.192321, 2947.694134, 1441.450605, 1325.054914, 1322.58838, 1223.110494, 1085.516785, 1023.057301, 973.317563, 952.315694, 857.096752, 812.054512, 663.399202, 583.261814, 468.31637, 368.387692, 331.41828, 308.307854, 281.350095, 208.677344, 143.672439, 126.381333]	Input File Tutorial.
Rh	111	OCH2CHOH	-2.041	[3685.755124, 3013.82763, 2998.720764, 2942.445672, 1440.375416, 1347.033232, 1324.41838, 1226.658195, 1191.79566, 1049.893896, 996.320581, 973.78804, 858.979938, 737.991661, 616.885315, 498.476231, 489.487136, 362.139139, 315.592501, 266.96303, 254.51786, 142.787677, 128.925455, 125.012983]	Input File Tutorial.
Rh	111	OCHC(-H)OH	-1.252	[3657.323277, 2984.404003, 1848.942362, 1426.504155, 1317.157822, 1223.998577, 1118.620776, 923.52234, 871.397062, 652.10314, 557.764237, 504.942302, 400.171637, 387.524573, 291.767383, 241.533649, 201.714917, 156.109903, 118.93732, 83.352162]	Input File Tutorial.
Rh	111	OCHC-OH	-0.725	[3689.673762, 3031.423323, 1437.301151, 1302.931936, 1132.275626, 917.774984, 776.224704, 601.377479, 530.646909, 443.076262, 410.732241, 368.314331, 227.662611, 161.249999, 125.616033, 94.962567, 69.98372]	Input File Tutorial.
Rh	111	OCHCH(-H)OH	-1.446	[3643.155674, 3027.288053, 2969.503042, 1564.760121, 1391.890241, 1351.194273, 1251.59111, 1193.711473, 1119.732547, 1037.503727, 908.731777, 842.40843, 764.744055, 676.514654, 511.190981, 410.3754, 394.982241, 296.30849, 240.731817, 155.653122, 131.650928, 71.475607, 33.299188]	Input File Tutorial.
Rh	111	OCHCH-OH	-1.104	[3680.353881, 3068.417468, 2964.348662, 1458.35255, 1339.148326, 1165.851284, 1017.329257, 899.73058, 816.296978, 760.097772, 673.501162, 577.545897, 495.229678, 376.403523, 267.215842, 239.779737, 221.702877, 154.92886, 129.832668, 96.026107]	Input File Tutorial.
Rh	111	OCHCH2-OH	-1.279	[3678.342175, 3234.014675, 3122.19046, 2901.243972, 1463.569449, 1327.529127, 1199.434328, 1097.676514, 977.478081, 908.60724, 823.891109, 796.554373, 640.10326, 512.374907, 503.726758, 391.806243, 364.59613, 270.866116, 207.792446, 172.502044, 119.931136, 105.06059, 82.445245]	Input File Tutorial.
Rh	111	OCHCH2OH	-2.259	[3659.152446, 3072.390278, 2963.943896, 2938.397312, 1446.462384, 1361.298018, 1335.064714, 1297.9175, 1177.107666, 1072.549404, 997.985012, 967.815402, 857.080455, 805.441982, 633.963086, 492.856601, 482.937127, 333.374874, 323.229583, 204.555955, 192.819327, 144.602659, 112.274679, 94.096879]	Input File Tutorial.
Rh	111	OCHCHO	-1.68	[3051.383651, 2997.222795, 1376.948444, 1361.162406, 1238.974053, 1152.725484, 930.861676, 849.686877, 806.236348, 739.646687, 491.797095, 399.411454, 319.407521, 282.134872, 252.623712, 167.412146, 125.227666, 101.658578]	Input File Tutorial.
Rh	111	OCHCHO-H	-1.217	[3079.457131, 3055.44033, 1389.667327, 1357.175991, 1227.261838, 1132.531498, 955.831004, 925.887289, 848.40184, 797.25415, 773.998058, 682.736626, 489.357902, 393.378453, 355.895482, 274.76372, 215.730309, 170.873731, 167.148525, 125.748773]	Input File Tutorial.
Rh	111	OCHCHOH	-1.878	[3624.962049, 3113.467246, 3003.936472, 1444.423837, 1359.036911, 1242.02318, 1182.428718, 1097.700511, 907.656263, 841.053804, 795.675673, 690.110884, 510.662628, 468.581815, 399.825436, 293.926472, 241.162225, 210.572097, 121.587534, 107.698202, 76.467366]	Input File Tutorial.
Rh	111	OH	-2.568	[3696.264432, 643.49727, 605.783052, 371.485738, 199.364256, 129.583678]	Input File Tutorial.
None	gas	CH3CH2OH	-0.897	[3844.992157, 3076.182266, 3073.442786, 2999.053126, 2997.081345, 2954.350868, 1500.163866, 1481.48537, 1472.385524, 1404.002399, 1382.497289, 1317.457435, 1265.023348, 1119.449023, 1073.714605, 1006.841126, 870.580608, 800.481187, 417.134497, 265.680218, 61.480976]	Input File Tutorial.
None	gas	CH3CHO	0.191	[3108.634643, 3061.768317, 2995.411439, 2831.847486, 1748.969004, 1463.598983, 1444.633647, 1401.359793, 1358.244455, 1109.029521, 1093.04759, 900.887354, 735.96845, 504.345234, 57.259198]	Input File Tutorial.
None	gas	CH3OH	-1.493	[3816, 3094, 3007, 2952, 1994, 1481, 1462, 1351, 1152, 1062, 1001, 266]	Input File Tutorial.
None	gas	CH4	0.0	[3117, 3116, 3112, 3001, 1551, 1549, 1335, 1329, 1328]	Input File Tutorial.
None	gas	CO	0.0	[2126]	Input File Tutorial.
None	gas	CO2	-3.174	[2370, 1316, 631, 630]	Input File Tutorial.
None	gas	H2	0.0	[4475]	Input File Tutorial.
None	gas	H2O	-2.865	[3892.728213, 3777.220075, 1627.492669]	Input File Tutorial.
